1	208.96.23.143	DummyObject	底下无上	291	2023-07-29 17:29:16	2023-07-29 17:34:08	0
1	152.229.183.157	DummyObject	顶风尿三丈	1	2023-07-29 17:35:45	2023-07-29 17:35:46	0
1	241.82.208.23	DummyObject	顶风尿三丈	0	2023-07-29 17:35:48	2023-07-29 17:35:48	0
1	86.96.70.64	DummyObject	顶风尿三丈	0	2023-07-29 17:35:49	2023-07-29 17:35:50	0
1	15.81.9.51	DummyObject	顶风尿三丈	0	2023-07-29 17:35:51	2023-07-29 17:35:52	0
1	188.198.194.85	DummyObject	顶风尿三丈	0	2023-07-29 17:35:53	2023-07-29 17:35:54	0
1	82.219.193.89	DummyObject	顶风尿三丈	0	2023-07-29 17:35:55	2023-07-29 17:35:56	0
1	128.91.129.233	DummyObject	顶风尿三丈	0	2023-07-29 17:35:57	2023-07-29 17:35:58	0
1	127.40.20.60	DummyObject	顶风尿三丈	0	2023-07-29 17:35:59	2023-07-29 17:36:00	0
1	171.57.125.11	DummyObject	顶风尿三丈	0	2023-07-29 17:36:01	2023-07-29 17:36:02	0
1	154.213.22.41	DummyObject	顶风尿三丈	0	2023-07-29 17:36:03	2023-07-29 17:36:04	0
1	14.183.49.247	DummyObject	顶风尿三丈	0	2023-07-29 17:36:05	2023-07-29 17:36:06	0
1	88.58.84.35	DummyObject	顶风尿三丈	0	2023-07-29 17:36:07	2023-07-29 17:36:08	0
1	116.152.5.4	DummyObject	顶风尿三丈	0	2023-07-29 17:36:10	2023-07-29 17:36:10	0
1	49.41.182.113	DummyObject	顶风尿三丈	0	2023-07-29 17:36:12	2023-07-29 17:36:12	0
1	227.87.67.192	DummyObject	顶风尿三丈	0	2023-07-29 17:36:14	2023-07-29 17:36:14	0
1	177.70.115.90	DummyObject	顶风尿三丈	0	2023-07-29 17:36:16	2023-07-29 17:36:16	0
1	72.107.118.248	DummyObject	顶风尿三丈	0	2023-07-29 17:36:18	2023-07-29 17:36:18	0
1	70.105.25.81	DummyObject	顶风尿三丈	0	2023-07-29 17:36:20	2023-07-29 17:36:20	0
1	62.140.1.218	DummyObject	顶风尿三丈	0	2023-07-29 17:36:22	2023-07-29 17:36:22	0
1	166.204.0.252	DummyObject	顶风尿三丈	0	2023-07-29 17:36:24	2023-07-29 17:36:24	0
1	45.81.186.177	DummyObject	顶风尿三丈	0	2023-07-29 17:36:26	2023-07-29 17:36:26	0
1	234.132.87.105	DummyObject	雷霆ξ万钧	242	2023-07-29 17:32:23	2023-07-29 17:36:26	0
