1	0	0	111	YXSD	46	26	123123123	元宝	5	-	Map	2024-06-28 14:42:37
1	0	0	111	YXSD	46	26	123123123	元宝	5	-	Map	2024-06-28 14:42:46
1	0	0	111	hl001	230	153	123123123	元宝	1	-	Map	2024-06-28 14:42:52
1	0	0	111	hl001	230	153	123123123	元宝	1	-	Map	2024-06-28 14:42:52
1	0	0	111	hl001	230	153	123123123	元宝	1	-	Map	2024-06-28 14:42:52
1	0	0	111	hl001	230	153	123123123	元宝	1	-	Map	2024-06-28 14:42:52
1	0	0	111	hl001	230	153	123123123	元宝	1	-	Map	2024-06-28 14:42:55
1	0	0	111	hl001	230	153	123123123	元宝	1	-	Map	2024-06-28 14:42:58
1	0	0	111	hl001	230	153	123123123	元宝	1	-	Map	2024-06-28 14:42:58
1	0	0	111	YXSD	50	23	123123123	元宝	5	-	Map	2024-06-28 14:49:22
1	0	0	111	YXSD	50	23	123123123	元宝	5	-	Map	2024-06-28 14:49:34
