1	0	0	13	D10062	15	21	三好	金币	2000	1	购买商铺物品	2024-06-12 17:30:00
1	0	0	13	D10062	15	25	三好	金币	2000	1	购买商铺物品	2024-06-12 17:30:12
1	0	0	13	D10062	9	19	三好	金币	2000	1	购买商铺物品	2024-06-12 17:30:24
1	0	0	13	D10062	9	19	三好	金币	2000	1	购买商铺物品	2024-06-12 17:30:33
1	0	0	13	D10062	28	17	三好	金币	2000	1	购买商铺物品	2024-06-12 17:30:57
1	0	0	13	D10062	29	19	三好	金币	100	1	购买商铺物品	2024-06-12 17:31:33
1	0	0	13	D10062	22	26	三好	金币	100	1	购买商铺物品	2024-06-12 17:32:12
1	0	0	13	D10062	13	13	三好	金币	100	1	购买商铺物品	2024-06-12 17:32:48
1	0	0	13	D10062	12	21	三好	金币	100	1	购买商铺物品	2024-06-12 17:33:27
1	0	0	13	D10062	23	11	三好	金币	100	1	购买商铺物品	2024-06-12 17:34:03
1	0	0	13	D10062	12	23	三好	金币	100	1	购买商铺物品	2024-06-12 17:34:39
1	0	0	13	D10062	27	16	三好	金币	100	1	购买商铺物品	2024-06-12 17:35:15
1	0	0	13	D10062	23	25	三好	金币	100	1	购买商铺物品	2024-06-12 17:35:54
1	0	0	19	M001	247	279	问天海	FZ-0_F3-0	0	1	#巨型多角虫1	2024-06-12 17:36:24
1	0	0	13	D10062	21	25	三好	金币	100	1	购买商铺物品	2024-06-12 17:36:30
1	0	0	13	D10062	14	26	三好	金币	100	1	购买商铺物品	2024-06-12 17:37:09
1	0	0	13	D10062	27	20	三好	金币	100	1	购买商铺物品	2024-06-12 17:37:45
1	0	0	13	D10062	19	20	三好	金币	100	1	购买商铺物品	2024-06-12 17:38:21
1	0	0	13	D10062	13	13	三好	金币	100	1	购买商铺物品	2024-06-12 17:38:57
1	0	0	13	D10062	22	11	三好	金币	100	1	购买商铺物品	2024-06-12 17:39:36
