[2024/8/20 7:0:3] 物品:珍珠戒指	怪物:23C94C40恶灵尸王	地图:H201	X:147	Y:40 
[2024/8/20 7:0:3] 物品:火墙	怪物:23C94C40恶灵尸王	地图:H201	X:147	Y:40 
[2024/8/20 7:0:3] 物品:诱惑之光	怪物:23C94C40恶灵尸王	地图:H201	X:147	Y:40 
[2024/8/20 7:0:3] 物品:大火球	怪物:23C94C40恶灵尸王	地图:H201	X:147	Y:40 
[2024/8/20 7:0:7] 物品:祝福油	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:祝福油	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:金条	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:银蛇	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:幽灵项链	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:幽灵战衣(男)	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:魔法长袍(男)	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:魔法长袍(女)	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:灵魂战衣(男)	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:灵魂战衣(女)	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:偃月	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:破魂	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:降魔	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:斩马刀	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:修罗	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:凝霜	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:骷髅头盔	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:道士头盔	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:蓝翡翠项链	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:放大镜	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:竹笛	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:小手镯	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:魔法手镯	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:黑檀手镯	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:道士手镯	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:死神手套	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:金手镯	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:黑色水晶戒指	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:蛇眼戒指	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:珍珠戒指	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:金戒指	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:骷髅戒指	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:魅力戒指	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:道德戒指	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:降妖除魔戒指	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:珊瑚戒指	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:野蛮冲撞	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:烈火剑法	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:地狱雷光	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:圣言术	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:冰咆哮	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:困魔咒	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
[2024/8/20 7:0:7] 物品:群体治疗术	怪物:24A93CA0地藏王	地图:H204	X:36	Y:23 
