[2024/8/17 15:0:8] 物品:传统项链	怪物:29BC01C0多钩猫	地图:0	X:93	Y:106 
[2024/8/17 15:0:12] 物品:太阳水	怪物:186DBE60黑野猪8	地图:H002	X:267	Y:117 
[2024/8/17 15:0:14] 物品:金创药(小量)	怪物:24565C30山洞蝙蝠	地图:D001	X:254	Y:237 
[2024/8/17 15:0:20] 物品:布衣(男)	怪物:195D39F0钉耙猫	地图:0	X:90	Y:110 
[2024/8/17 15:0:20] 物品:太阳水	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:太阳水	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:太阳水	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:太阳水	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:金创药(中量)	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:金创药(中量)	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:金创药(中量)	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:金创药(中量)	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:魔法药(中量)	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:魔法药(中量)	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:魔法药(中量)	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:魔法药(中量)	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:道德戒指	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:魅力戒指	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:黑色水晶戒指	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:珍珠戒指	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:生铁戒指	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:20] 物品:白色虎齿项链	怪物:2ADB8A90多钩猫王	地图:H106	X:93	Y:142 
[2024/8/17 15:0:23] 物品:太阳水	怪物:2AD9CED0多钩猫王	地图:H106	X:91	Y:143 
[2024/8/17 15:0:23] 物品:太阳水	怪物:2AD9CED0多钩猫王	地图:H106	X:91	Y:143 
[2024/8/17 15:0:23] 物品:太阳水	怪物:2AD9CED0多钩猫王	地图:H106	X:91	Y:143 
[2024/8/17 15:0:23] 物品:太阳水	怪物:2AD9CED0多钩猫王	地图:H106	X:91	Y:143 
[2024/8/17 15:0:23] 物品:金创药(中量)	怪物:2AD9CED0多钩猫王	地图:H106	X:91	Y:143 
[2024/8/17 15:0:23] 物品:金创药(中量)	怪物:2AD9CED0多钩猫王	地图:H106	X:91	Y:143 
[2024/8/17 15:0:23] 物品:金创药(中量)	怪物:2AD9CED0多钩猫王	地图:H106	X:91	Y:143 
