[2024/8/19 2:0:1] 物品:琥珀项链	怪物:1CB356B0祖玛卫士8	地图:H204	X:66	Y:28 
[2024/8/19 2:0:1] 物品:蓝翡翠项链	怪物:1CB356B0祖玛卫士8	地图:H204	X:66	Y:28 
[2024/8/19 2:0:1] 物品:珍珠戒指	怪物:1CB356B0祖玛卫士8	地图:H204	X:66	Y:28 
[2024/8/19 2:0:2] 物品:召唤骷髅	怪物:223F4480尸王2	地图:Q004	X:18	Y:18 
[2024/8/19 2:0:7] 物品:魔法盾	怪物:0DAAB0B0尸王2	地图:Q004	X:17	Y:16 
[2024/8/19 2:0:7] 物品:疾光电影	怪物:0DAAB0B0尸王2	地图:Q004	X:17	Y:16 
[2024/8/19 2:0:7] 物品:雷电术	怪物:0DAAB0B0尸王2	地图:Q004	X:17	Y:16 
[2024/8/19 2:0:7] 物品:诱惑之光	怪物:0DAAB0B0尸王2	地图:Q004	X:17	Y:16 
[2024/8/19 2:0:7] 物品:灵魂战衣(女)	怪物:2A78EC10祖玛弓箭手8	地图:H204	X:66	Y:27 
[2024/8/19 2:0:9] 物品:烈火剑法	怪物:28631290尸王2	地图:Q004	X:18	Y:14 
[2024/8/19 2:0:9] 物品:刺杀剑术	怪物:28631290尸王2	地图:Q004	X:18	Y:14 
[2024/8/19 2:0:9] 物品:火墙	怪物:28631290尸王2	地图:Q004	X:18	Y:14 
[2024/8/19 2:0:9] 物品:施毒术	怪物:28631290尸王2	地图:Q004	X:18	Y:14 
[2024/8/19 2:0:9] 物品:攻杀剑术	怪物:28631290尸王2	地图:Q004	X:18	Y:14 
[2024/8/19 2:0:9] 物品:诱惑之光	怪物:28631290尸王2	地图:Q004	X:18	Y:14 
[2024/8/19 2:0:12] 物品:冰咆哮	怪物:29D715E0尸王2	地图:Q004	X:17	Y:14 
[2024/8/19 2:0:12] 物品:火墙	怪物:29D715E0尸王2	地图:Q004	X:17	Y:14 
[2024/8/19 2:0:12] 物品:隐身术	怪物:29D715E0尸王2	地图:Q004	X:17	Y:14 
[2024/8/19 2:0:12] 物品:施毒术	怪物:29D715E0尸王2	地图:Q004	X:17	Y:14 
[2024/8/19 2:0:12] 物品:攻杀剑术	怪物:29D715E0尸王2	地图:Q004	X:17	Y:14 
[2024/8/19 2:0:12] 物品:灵魂火符	怪物:29D715E0尸王2	地图:Q004	X:17	Y:14 
[2024/8/19 2:0:12] 物品:召唤骷髅	怪物:29D715E0尸王2	地图:Q004	X:17	Y:14 
[2024/8/19 2:0:12] 物品:瞬息移动	怪物:2DBDD600尸王2	地图:Q004	X:17	Y:15 
[2024/8/19 2:0:13] 物品:强效金创药	怪物:2BE15DF0魔龙射手	地图:66	X:200	Y:144 
[2024/8/19 2:0:13] 物品:凝霜	怪物:2BE15DF0魔龙射手	地图:66	X:200	Y:144 
[2024/8/19 2:0:15] 物品:攻杀剑术	怪物:05DB3D20尸王2	地图:Q004	X:16	Y:15 
[2024/8/19 2:0:15] 物品:灵魂火符	怪物:05DB3D20尸王2	地图:Q004	X:16	Y:15 
[2024/8/19 2:0:17] 物品:火墙	怪物:22A7CC40尸王2	地图:Q004	X:15	Y:15 
[2024/8/19 2:0:17] 物品:雷电术	怪物:22A7CC40尸王2	地图:Q004	X:15	Y:15 
[2024/8/19 2:0:19] 物品:强效魔法药	怪物:15AFB2D0魔龙刀兵	地图:66	X:198	Y:146 
[2024/8/19 2:0:21] 物品:太阳水	怪物:21F7CC80黑野猪8	地图:H002	X:252	Y:43 
[2024/8/19 2:0:27] 物品:强效金创药	怪物:03B3A500祖玛雕像8	地图:H204	X:60	Y:38 
[2024/8/19 2:0:30] 物品:凤凰明珠	怪物:1CB67570跳跳蜂	地图:D601	X:203	Y:194 
[2024/8/19 2:0:30] 物品:轻型盔甲(女)	怪物:1CB67570跳跳蜂	地图:D601	X:203	Y:194 
[2024/8/19 2:0:36] 物品:金创药(中量)	怪物:30881560祖玛雕像8	地图:H204	X:59	Y:41 
[2024/8/19 2:0:36] 物品:小手镯	怪物:30881560祖玛雕像8	地图:H204	X:59	Y:41 
[2024/8/19 2:0:37] 物品:绿宝石矿	怪物:2F0E0E20变异史莱姆8	地图:H004	X:61	Y:132 
[2024/8/19 2:0:39] 物品:道士手镯	怪物:2DAF8DE0魔龙射手2	地图:66	X:195	Y:156 
[2024/8/19 2:0:40] 物品:太阳水	怪物:28B77570跳跳蜂	地图:D601	X:198	Y:188 
[2024/8/19 2:0:42] 物品:强效魔法药	怪物:1830A750魔龙破甲兵	地图:66	X:195	Y:157 
[2024/8/19 2:0:43] 物品:乌木剑	怪物:1803CB10稻草人	地图:0	X:647	Y:619 
[2024/8/19 2:0:43] 物品:金创药(小量)	怪物:27EF23E0稻草人	地图:0	X:524	Y:594 
[2024/8/19 2:0:45] 物品:太阳水	怪物:1A6D7010魔龙射手	地图:66	X:195	Y:159 
[2024/8/19 2:0:46] 物品:太阳水	怪物:1DF77FB0黑野猪8	地图:H002	X:254	Y:33 
[2024/8/19 2:0:48] 物品:强效太阳水	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:强效太阳水	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:强效太阳水	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:强效太阳水	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:强效太阳水	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:太阳水	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:太阳水	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:太阳水	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:太阳水	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:太阳水	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:太阳水	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:太阳水	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:太阳水	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:太阳水	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:太阳水	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:金创药(中量)	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:金创药(中量)	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:强效金创药	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:强效金创药	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:强效金创药	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:魔法药(中量)	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:魔法药(中量)	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:强效魔法药	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:强效魔法药	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:强效魔法药	怪物:2EBB20A0沃玛卫士8	地图:H003	X:44	Y:40 
[2024/8/19 2:0:48] 物品:金创药(小量)	怪物:309E8400稻草人	地图:0	X:534	Y:592 
[2024/8/19 2:0:56] 物品:魔法药(小量)	怪物:216DF5B0稻草人	地图:0	X:532	Y:606 
[2024/8/19 2:0:57] 物品:金创药(小量)	怪物:293104D0僵尸3	地图:D402	X:85	Y:74 
[2024/8/19 2:1:6] 物品:金手镯	怪物:2B2AB260祖玛弓箭手8	地图:H204	X:63	Y:59 
[2024/8/19 2:1:17] 物品:强效金创药	怪物:2A3CD5E0魔龙射手	地图:66	X:199	Y:162 
[2024/8/19 2:1:17] 物品:强效金创药	怪物:2A3CD5E0魔龙射手	地图:66	X:199	Y:162 
[2024/8/19 2:1:22] 物品:强效金创药	怪物:2D907FB0魔龙射手	地图:66	X:200	Y:164 
[2024/8/19 2:1:26] 物品:魔法药(中量)	怪物:27F2CC00恶灵僵尸8	地图:H001	X:128	Y:83 
[2024/8/19 2:1:29] 物品:强效魔法药	怪物:2275D710祖玛雕像8	地图:H204	X:74	Y:74 
[2024/8/19 2:1:29] 物品:灯笼项链	怪物:2275D710祖玛雕像8	地图:H204	X:74	Y:74 
[2024/8/19 2:1:43] 物品:强效金创药	怪物:2A1DED40魔龙破甲兵	地图:66	X:194	Y:164 
[2024/8/19 2:1:43] 物品:蓝色水晶戒指	怪物:211CECF0祖玛雕像8	地图:H204	X:84	Y:62 
[2024/8/19 2:1:45] 物品:魔法长袍(男)	怪物:2B3C9100祖玛雕像8	地图:H204	X:83	Y:62 
[2024/8/19 2:1:45] 物品:凤凰明珠	怪物:2B3C9100祖玛雕像8	地图:H204	X:83	Y:62 
[2024/8/19 2:1:46] 物品:紫宝石矿	怪物:23754B60骷髅精灵8	地图:H001	X:130	Y:79 
[2024/8/19 2:1:48] 物品:灵魂战衣(男)	怪物:0D4467F0红野猪8	地图:H002	X:257	Y:51 
[2024/8/19 2:1:51] 物品:蛇眼戒指	怪物:28A864A0祖玛弓箭手8	地图:H204	X:87	Y:58 
[2024/8/19 2:1:51] 物品:强效魔法药	怪物:2CB4A150魔龙射手	地图:66	X:187	Y:159 
[2024/8/19 2:1:51] 物品:太阳水	怪物:2CB4A150魔龙射手	地图:66	X:187	Y:159 
[2024/8/19 2:1:51] 物品:强效太阳水	怪物:2CB4A150魔龙射手	地图:66	X:187	Y:159 
[2024/8/19 2:1:51] 物品:凝霜	怪物:2CB4A150魔龙射手	地图:66	X:187	Y:159 
[2024/8/19 2:2:22] 物品:重盔甲(男)	怪物:191CCBA0祖玛卫士8	地图:H204	X:82	Y:23 
[2024/8/19 2:2:37] 物品:短剑	怪物:03847CE0蜈蚣	地图:D601	X:203	Y:173 
[2024/8/19 2:3:1] 物品:重盔甲(女)	怪物:2966DAC0红野猪8	地图:H002	X:140	Y:227 
[2024/8/19 2:3:4] 物品:太阳水	怪物:1EB5DE20黑野猪8	地图:H002	X:306	Y:81 
[2024/8/19 2:3:25] 物品:太阳水	怪物:1E093ED0魔龙破甲兵	地图:66	X:184	Y:172 
[2024/8/19 2:3:25] 物品:强效太阳水	怪物:1E093ED0魔龙破甲兵	地图:66	X:184	Y:172 
[2024/8/19 2:3:25] 物品:蓝翡翠项链	怪物:1E093ED0魔龙破甲兵	地图:66	X:184	Y:172 
[2024/8/19 2:3:30] 物品:木剑	怪物:1A02E900钉耙猫	地图:0	X:547	Y:450 
[2024/8/19 2:3:32] 物品:金创药(小量)	怪物:17D90BE0僵尸3	地图:D402	X:45	Y:107 
[2024/8/19 2:3:38] 物品:强效魔法药	怪物:2B4D9EA0魔龙刀兵1	地图:66	X:185	Y:174 
[2024/8/19 2:3:39] 物品:强效太阳水	怪物:03B58BA0尸王8	地图:H001	X:127	Y:44 
[2024/8/19 2:3:39] 物品:强效太阳水	怪物:03B58BA0尸王8	地图:H001	X:127	Y:44 
[2024/8/19 2:3:39] 物品:强效太阳水	怪物:03B58BA0尸王8	地图:H001	X:127	Y:44 
[2024/8/19 2:3:39] 物品:强效太阳水	怪物:03B58BA0尸王8	地图:H001	X:127	Y:44 
[2024/8/19 2:3:39] 物品:强效太阳水	怪物:03B58BA0尸王8	地图:H001	X:127	Y:44 
[2024/8/19 2:3:39] 物品:强效金创药	怪物:03B58BA0尸王8	地图:H001	X:127	Y:44 
[2024/8/19 2:3:39] 物品:强效金创药	怪物:03B58BA0尸王8	地图:H001	X:127	Y:44 
[2024/8/19 2:3:39] 物品:强效魔法药	怪物:03B58BA0尸王8	地图:H001	X:127	Y:44 
[2024/8/19 2:3:39] 物品:强效魔法药	怪物:03B58BA0尸王8	地图:H001	X:127	Y:44 
[2024/8/19 2:3:39] 物品:生铁戒指	怪物:03B58BA0尸王8	地图:H001	X:127	Y:44 
[2024/8/19 2:3:39] 物品:黑檀手镯	怪物:03B58BA0尸王8	地图:H001	X:127	Y:44 
[2024/8/19 2:3:55] 物品:强效魔法药	怪物:2DEF2190魔龙射手	地图:66	X:184	Y:173 
[2024/8/19 2:4:1] 物品:降魔	怪物:06416650魔龙射手	地图:66	X:189	Y:169 
[2024/8/19 2:4:3] 物品:魔法药(小量)	怪物:2B5DCDC0僵尸3	地图:D402	X:24	Y:117 
