[2024/8/18 17:0:2] 物品:斩马刀	怪物:279C8A40祖玛卫士8	地图:H204	X:34	Y:66 
[2024/8/18 17:0:2] 物品:坚固手套	怪物:279C8A40祖玛卫士8	地图:H204	X:34	Y:66 
[2024/8/18 17:0:5] 物品:铁剑	怪物:18432E20骷髅战士	地图:D002	X:110	Y:178 
[2024/8/18 17:0:5] 物品:太阳水	怪物:279757D0黑野猪8	地图:H002	X:137	Y:245 
[2024/8/18 17:0:5] 物品:重盔甲(女)	怪物:31B3C6D0黑野猪8	地图:H002	X:99	Y:270 
[2024/8/18 17:0:8] 物品:海魂	怪物:2B430640跳跳蜂	地图:D601	X:24	Y:171 
[2024/8/18 17:0:9] 物品:强效太阳水	怪物:2966AE60尸王8	地图:H201	X:80	Y:72 
[2024/8/18 17:0:9] 物品:强效太阳水	怪物:2966AE60尸王8	地图:H201	X:80	Y:72 
[2024/8/18 17:0:9] 物品:强效太阳水	怪物:2966AE60尸王8	地图:H201	X:80	Y:72 
[2024/8/18 17:0:9] 物品:强效太阳水	怪物:2966AE60尸王8	地图:H201	X:80	Y:72 
[2024/8/18 17:0:9] 物品:强效太阳水	怪物:2966AE60尸王8	地图:H201	X:80	Y:72 
[2024/8/18 17:0:9] 物品:强效金创药	怪物:2966AE60尸王8	地图:H201	X:80	Y:72 
[2024/8/18 17:0:9] 物品:强效金创药	怪物:2966AE60尸王8	地图:H201	X:80	Y:72 
[2024/8/18 17:0:9] 物品:强效魔法药	怪物:2966AE60尸王8	地图:H201	X:80	Y:72 
[2024/8/18 17:0:9] 物品:强效魔法药	怪物:2966AE60尸王8	地图:H201	X:80	Y:72 
[2024/8/18 17:0:9] 物品:魅力戒指	怪物:2966AE60尸王8	地图:H201	X:80	Y:72 
[2024/8/18 17:0:9] 物品:蓝翡翠项链	怪物:2966AE60尸王8	地图:H201	X:80	Y:72 
[2024/8/18 17:0:9] 物品:黑檀手镯	怪物:2966AE60尸王8	地图:H201	X:80	Y:72 
[2024/8/18 17:0:12] 物品:金创药(小量)	怪物:2FB539E0僵尸5	地图:H201	X:79	Y:74 
[2024/8/18 17:0:12] 物品:太阳水	怪物:2FB539E0僵尸5	地图:H201	X:79	Y:74 
[2024/8/18 17:0:12] 物品:施毒术	怪物:2FB539E0僵尸5	地图:H201	X:79	Y:74 
[2024/8/18 17:0:15] 物品:青铜斧	怪物:056C5480掷斧骷髅0	地图:D002	X:110	Y:174 
[2024/8/18 17:0:15] 物品:金创药(中量)	怪物:056C5480掷斧骷髅0	地图:D002	X:110	Y:174 
[2024/8/18 17:0:15] 物品:金创药(中量)	怪物:056C5480掷斧骷髅0	地图:D002	X:110	Y:174 
[2024/8/18 17:0:15] 物品:金创药(中量)	怪物:056C5480掷斧骷髅0	地图:D002	X:110	Y:174 
[2024/8/18 17:0:15] 物品:金创药(中量)	怪物:056C5480掷斧骷髅0	地图:D002	X:110	Y:174 
[2024/8/18 17:0:15] 物品:魔法药(中量)	怪物:056C5480掷斧骷髅0	地图:D002	X:110	Y:174 
[2024/8/18 17:0:15] 物品:魔法药(中量)	怪物:056C5480掷斧骷髅0	地图:D002	X:110	Y:174 
[2024/8/18 17:0:15] 物品:魔法药(中量)	怪物:056C5480掷斧骷髅0	地图:D002	X:110	Y:174 
[2024/8/18 17:0:15] 物品:魔法药(中量)	怪物:056C5480掷斧骷髅0	地图:D002	X:110	Y:174 
[2024/8/18 17:0:18] 物品:降魔	怪物:290CE9C0祖玛卫士8	地图:H007	X:135	Y:158 
[2024/8/18 17:0:18] 物品:降妖除魔戒指	怪物:290CE9C0祖玛卫士8	地图:H007	X:135	Y:158 
[2024/8/18 17:0:18] 物品:强效太阳水	怪物:2240BDB0尸王8	地图:H201	X:79	Y:73 
[2024/8/18 17:0:18] 物品:强效太阳水	怪物:2240BDB0尸王8	地图:H201	X:79	Y:73 
[2024/8/18 17:0:18] 物品:强效太阳水	怪物:2240BDB0尸王8	地图:H201	X:79	Y:73 
[2024/8/18 17:0:18] 物品:强效太阳水	怪物:2240BDB0尸王8	地图:H201	X:79	Y:73 
[2024/8/18 17:0:18] 物品:强效太阳水	怪物:2240BDB0尸王8	地图:H201	X:79	Y:73 
[2024/8/18 17:0:18] 物品:强效金创药	怪物:2240BDB0尸王8	地图:H201	X:79	Y:73 
[2024/8/18 17:0:18] 物品:强效金创药	怪物:2240BDB0尸王8	地图:H201	X:79	Y:73 
[2024/8/18 17:0:18] 物品:强效魔法药	怪物:2240BDB0尸王8	地图:H201	X:79	Y:73 
[2024/8/18 17:0:18] 物品:强效魔法药	怪物:2240BDB0尸王8	地图:H201	X:79	Y:73 
[2024/8/18 17:0:18] 物品:黑色水晶戒指	怪物:2240BDB0尸王8	地图:H201	X:79	Y:73 
[2024/8/18 17:0:18] 物品:死神手套	怪物:2240BDB0尸王8	地图:H201	X:79	Y:73 
[2024/8/18 17:0:18] 物品:魅力戒指	怪物:2240BDB0尸王8	地图:H201	X:79	Y:73 
[2024/8/18 17:0:18] 物品:黑檀手镯	怪物:2240BDB0尸王8	地图:H201	X:79	Y:73 
[2024/8/18 17:0:19] 物品:金创药(小量)	怪物:2FB539E0僵尸5	地图:H201	X:79	Y:74 
