[2024/8/21 20:0:6] 物品:光芒道袍(女)	怪物:181659E0魔龙巨蛾	地图:66	X:183	Y:136 
[2024/8/21 20:0:7] 物品:强效金创药	怪物:23D135D0魔龙破甲兵2	地图:66	X:190	Y:209 
[2024/8/21 20:0:16] 物品:强效金创药	怪物:230432D0魔龙破甲兵	地图:66	X:185	Y:213 
[2024/8/21 20:0:16] 物品:强效金创药	怪物:230432D0魔龙破甲兵	地图:66	X:185	Y:213 
[2024/8/21 20:0:17] 物品:强效太阳水	怪物:253C0FF0魔龙战将	地图:66	X:95	Y:126 
[2024/8/21 20:0:27] 物品:强效魔法药	怪物:11FBD070魔龙射手2	地图:66	X:190	Y:134 
[2024/8/21 20:0:29] 物品:魔法药(中量)	怪物:246BE980恶灵僵尸8	地图:H001	X:132	Y:73 
[2024/8/21 20:0:37] 物品:强效金创药	怪物:293CCF70魔龙破甲兵	地图:66	X:189	Y:135 
[2024/8/21 20:0:40] 物品:黑铁头盔	怪物:2895BB70魔龙射手	地图:66	X:184	Y:138 
[2024/8/21 20:0:40] 物品:放大镜	怪物:2895BB70魔龙射手	地图:66	X:184	Y:138 
[2024/8/21 20:0:48] 物品:灯笼项链	怪物:28BFA370僵尸30	地图:D401	X:113	Y:98 
[2024/8/21 20:0:48] 物品:青铜斧	怪物:28BFA370僵尸30	地图:D401	X:113	Y:98 
[2024/8/21 20:0:48] 物品:魔法药(小量)	怪物:28BFA370僵尸30	地图:D401	X:113	Y:98 
[2024/8/21 20:0:48] 物品:太阳水	怪物:11F52AC0魔龙射手	地图:66	X:191	Y:209 
[2024/8/21 20:0:48] 物品:道士手镯	怪物:11F52AC0魔龙射手	地图:66	X:191	Y:209 
[2024/8/21 20:0:49] 物品:竹笛	怪物:15611BB0魔龙破甲兵	地图:66	X:184	Y:137 
[2024/8/21 20:0:49] 物品:道士手镯	怪物:15611BB0魔龙破甲兵	地图:66	X:184	Y:137 
[2024/8/21 20:0:49] 物品:强效金创药	怪物:2CD3A5A0魔龙破甲兵1	地图:66	X:188	Y:137 
[2024/8/21 20:0:51] 物品:魔法药(中量)	怪物:2A76A520恶灵僵尸8	地图:H001	X:18	Y:45 
[2024/8/21 20:1:0] 物品:道士头盔	怪物:23446080魔龙血蛙	地图:66	X:173	Y:197 
[2024/8/21 20:1:1] 物品:强效魔法药	怪物:290DC8F0魔龙射手	地图:66	X:91	Y:121 
[2024/8/21 20:1:1] 物品:太阳水	怪物:290DC8F0魔龙射手	地图:66	X:91	Y:121 
[2024/8/21 20:1:1] 物品:凝霜	怪物:290DC8F0魔龙射手	地图:66	X:91	Y:121 
[2024/8/21 20:1:3] 物品:强效魔法药	怪物:1211F8E0魔龙射手	地图:66	X:90	Y:128 
[2024/8/21 20:1:11] 物品:太阳水	怪物:22F3A670僵尸2	地图:D401	X:126	Y:143 
[2024/8/21 20:1:12] 物品:金创药(中量)	怪物:293B8420恶灵僵尸8	地图:H001	X:14	Y:18 
[2024/8/21 20:1:20] 物品:金创药(中量)	怪物:250C1FD0恶灵僵尸8	地图:H001	X:59	Y:48 
[2024/8/21 20:1:26] 物品:魔法药(中量)	怪物:19B7AC60红野猪	地图:D711	X:192	Y:210 
[2024/8/21 20:1:38] 物品:骑士手镯	怪物:22EF68C0魔龙射手	地图:66	X:164	Y:189 
[2024/8/21 20:1:38] 物品:重盔甲(男)	怪物:22EF68C0魔龙射手	地图:66	X:164	Y:189 
[2024/8/21 20:1:52] 物品:强效魔法药	怪物:2303C3E0魔龙刀兵	地图:66	X:157	Y:185 
[2024/8/21 20:1:55] 物品:强效金创药	怪物:28CA8230魔龙射手	地图:66	X:85	Y:120 
[2024/8/21 20:2:3] 物品:强效魔法药	怪物:1E4389F0魔龙射手1	地图:66	X:85	Y:118 
[2024/8/21 20:2:3] 物品:太阳水	怪物:1E4389F0魔龙射手1	地图:66	X:85	Y:118 
[2024/8/21 20:2:3] 物品:裁决之杖	怪物:1E4389F0魔龙射手1	地图:66	X:85	Y:118 
[2024/8/21 20:2:6] 物品:强效金创药	怪物:28B29380魔龙刀兵	地图:66	X:157	Y:187 
[2024/8/21 20:2:12] 物品:太阳水	怪物:241D1380黑野猪8	地图:H002	X:374	Y:219 
[2024/8/21 20:2:17] 物品:太阳水	怪物:234A4930黑野猪8	地图:H002	X:375	Y:219 
[2024/8/21 20:2:21] 物品:太阳水	怪物:24EF1490魔龙射手	地图:66	X:164	Y:180 
[2024/8/21 20:2:21] 物品:凝霜	怪物:24EF1490魔龙射手	地图:66	X:164	Y:180 
[2024/8/21 20:2:41] 物品:金戒指	怪物:259A44A0魔龙射手1	地图:66	X:81	Y:112 
[2024/8/21 20:2:43] 物品:魔法药(中量)	怪物:12935900恶灵僵尸8	地图:H001	X:107	Y:99 
[2024/8/21 20:2:44] 物品:金创药(小量)	怪物:13ED6CE0僵尸3	地图:D401	X:41	Y:145 
[2024/8/21 20:2:44] 物品:强效太阳水	怪物:23759D10魔龙射手	地图:66	X:188	Y:132 
[2024/8/21 20:2:49] 物品:强效金创药	怪物:2B160720魔龙破甲兵	地图:66	X:187	Y:131 
[2024/8/21 20:2:49] 物品:魔法长袍(女)	怪物:2B160720魔龙破甲兵	地图:66	X:187	Y:131 
[2024/8/21 20:2:49] 物品:黑檀手镯	怪物:2B160720魔龙破甲兵	地图:66	X:187	Y:131 
[2024/8/21 20:2:55] 物品:太阳水	怪物:144F11B0魔龙射手2	地图:66	X:161	Y:188 
[2024/8/21 20:2:55] 物品:强效金创药	怪物:22DDBC40魔龙巨蛾	地图:66	X:80	Y:113 
[2024/8/21 20:3:1] 物品:强效金创药	怪物:24BF33E0魔龙破甲兵	地图:66	X:192	Y:139 
[2024/8/21 20:3:3] 物品:强效魔法药	怪物:288AC4D0魔龙射手	地图:66	X:163	Y:182 
[2024/8/21 20:3:6] 物品:魔法药(小量)	怪物:23FBDF70僵尸3	地图:D401	X:48	Y:162 
[2024/8/21 20:3:7] 物品:鹿皮靴	怪物:2C0912A0魔龙射手	地图:66	X:163	Y:182 
[2024/8/21 20:3:15] 物品:强效魔法药	怪物:1E0E19C0魔龙射手	地图:66	X:163	Y:181 
[2024/8/21 20:3:32] 物品:强效太阳水	怪物:230A3600尸王8	地图:H001	X:116	Y:107 
[2024/8/21 20:3:32] 物品:强效太阳水	怪物:230A3600尸王8	地图:H001	X:116	Y:107 
[2024/8/21 20:3:32] 物品:强效太阳水	怪物:230A3600尸王8	地图:H001	X:116	Y:107 
[2024/8/21 20:3:32] 物品:强效太阳水	怪物:230A3600尸王8	地图:H001	X:116	Y:107 
[2024/8/21 20:3:32] 物品:强效太阳水	怪物:230A3600尸王8	地图:H001	X:116	Y:107 
[2024/8/21 20:3:32] 物品:强效金创药	怪物:230A3600尸王8	地图:H001	X:116	Y:107 
[2024/8/21 20:3:32] 物品:强效金创药	怪物:230A3600尸王8	地图:H001	X:116	Y:107 
[2024/8/21 20:3:32] 物品:强效魔法药	怪物:230A3600尸王8	地图:H001	X:116	Y:107 
[2024/8/21 20:3:32] 物品:强效魔法药	怪物:230A3600尸王8	地图:H001	X:116	Y:107 
[2024/8/21 20:3:32] 物品:珊瑚戒指	怪物:230A3600尸王8	地图:H001	X:116	Y:107 
[2024/8/21 20:3:32] 物品:黑色水晶戒指	怪物:230A3600尸王8	地图:H001	X:116	Y:107 
[2024/8/21 20:3:32] 物品:蛇眼戒指	怪物:230A3600尸王8	地图:H001	X:116	Y:107 
[2024/8/21 20:3:32] 物品:死神手套	怪物:230A3600尸王8	地图:H001	X:116	Y:107 
[2024/8/21 20:3:32] 物品:魅力戒指	怪物:230A3600尸王8	地图:H001	X:116	Y:107 
[2024/8/21 20:3:32] 物品:黑檀手镯	怪物:230A3600尸王8	地图:H001	X:116	Y:107 
[2024/8/21 20:3:32] 物品:群体治疗术	怪物:230A3600尸王8	地图:H001	X:116	Y:107 
[2024/8/21 20:3:35] 物品:金创药(小量)	怪物:2CAEB3C0僵尸3	地图:D401	X:79	Y:174 
[2024/8/21 20:3:44] 物品:强效金创药	怪物:232D9C80魔龙破甲兵2	地图:66	X:185	Y:145 
[2024/8/21 20:3:44] 物品:骷髅头盔	怪物:232D9C80魔龙破甲兵2	地图:66	X:185	Y:145 
[2024/8/21 20:4:6] 物品:道士手镯	怪物:236F6290魔龙射手1	地图:66	X:173	Y:183 
[2024/8/21 20:4:11] 物品:强效金创药	怪物:11F642D0魔龙射手	地图:66	X:175	Y:184 
[2024/8/21 20:4:19] 物品:强效魔法药	怪物:29359BC0魔龙射手	地图:66	X:173	Y:179 
[2024/8/21 20:4:19] 物品:强效金创药	怪物:29359BC0魔龙射手	地图:66	X:173	Y:179 
[2024/8/21 20:4:19] 物品:强效魔法药	怪物:29359BC0魔龙射手	地图:66	X:173	Y:179 
[2024/8/21 20:4:20] 物品:金创药(中量)	怪物:231CDF20僵尸2	地图:D401	X:132	Y:139 
[2024/8/21 20:4:28] 物品:强效魔法药	怪物:2AEA9100魔龙破甲兵	地图:66	X:182	Y:178 
[2024/8/21 20:4:28] 物品:强效金创药	怪物:2AEA9100魔龙破甲兵	地图:66	X:182	Y:178 
[2024/8/21 20:4:28] 物品:重盔甲(女)	怪物:2AEA9100魔龙破甲兵	地图:66	X:182	Y:178 
[2024/8/21 20:4:28] 物品:强效太阳水	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:强效太阳水	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:强效太阳水	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:强效太阳水	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:强效太阳水	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:太阳水	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:太阳水	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:太阳水	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:太阳水	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:太阳水	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:太阳水	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:太阳水	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:太阳水	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:太阳水	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:太阳水	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:金创药(中量)	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:金创药(中量)	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:强效金创药	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:强效金创药	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:强效金创药	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:魔法药(中量)	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:魔法药(中量)	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:强效魔法药	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:强效魔法药	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:强效魔法药	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:魔法长袍(女)	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:28] 物品:海魂	怪物:256F60B0沃玛卫士8	地图:H003	X:36	Y:32 
[2024/8/21 20:4:29] 物品:魔法长袍(男)	怪物:24577CE0魔龙射手1	地图:66	X:174	Y:141 
[2024/8/21 20:4:31] 物品:金创药(小量)	怪物:254AF9A0僵尸3	地图:D401	X:134	Y:133 
[2024/8/21 20:4:33] 物品:降妖除魔戒指	怪物:2BAB60E0魔龙射手1	地图:66	X:174	Y:145 
[2024/8/21 20:4:36] 物品:强效魔法药	怪物:29331850魔龙破甲兵2	地图:66	X:182	Y:179 
[2024/8/21 20:4:37] 物品:金创药(中量)	怪物:24DF90F0恶灵僵尸8	地图:H001	X:130	Y:121 
