[2024/8/21 1:0:2] 物品:强效魔法药	怪物:2B68EBC0牛魔将军8	地图:H010	X:186	Y:86 
[2024/8/21 1:0:2] 物品:强效金创药	怪物:2B68EBC0牛魔将军8	地图:H010	X:186	Y:86 
[2024/8/21 1:0:2] 物品:偃月	怪物:2B68EBC0牛魔将军8	地图:H010	X:186	Y:86 
[2024/8/21 1:0:2] 物品:魔法手镯	怪物:2B68EBC0牛魔将军8	地图:H010	X:186	Y:86 
[2024/8/21 1:0:3] 物品:道士手镯	怪物:25595D60牛魔法师8	地图:H010	X:245	Y:244 
[2024/8/21 1:0:8] 物品:黑檀手镯	怪物:25924E30牛魔法师8	地图:H010	X:243	Y:245 
[2024/8/21 1:0:8] 物品:偃月	怪物:25924E30牛魔法师8	地图:H010	X:243	Y:245 
[2024/8/21 1:0:10] 物品:强效太阳水	怪物:25932C10牛魔将军0	地图:H010	X:179	Y:89 
[2024/8/21 1:0:10] 物品:强效太阳水	怪物:25932C10牛魔将军0	地图:H010	X:179	Y:89 
[2024/8/21 1:0:10] 物品:强效太阳水	怪物:25932C10牛魔将军0	地图:H010	X:179	Y:89 
[2024/8/21 1:0:10] 物品:强效太阳水	怪物:25932C10牛魔将军0	地图:H010	X:179	Y:89 
[2024/8/21 1:0:10] 物品:太阳水	怪物:25932C10牛魔将军0	地图:H010	X:179	Y:89 
[2024/8/21 1:0:10] 物品:小手镯	怪物:25932C10牛魔将军0	地图:H010	X:179	Y:89 
[2024/8/21 1:0:10] 物品:强效太阳水	怪物:257E9560牛魔祭司0	地图:H010	X:243	Y:244 
[2024/8/21 1:0:10] 物品:强效太阳水	怪物:257E9560牛魔祭司0	地图:H010	X:243	Y:244 
[2024/8/21 1:0:10] 物品:强效太阳水	怪物:257E9560牛魔祭司0	地图:H010	X:243	Y:244 
[2024/8/21 1:0:10] 物品:太阳水	怪物:257E9560牛魔祭司0	地图:H010	X:243	Y:244 
[2024/8/21 1:0:10] 物品:太阳水	怪物:257E9560牛魔祭司0	地图:H010	X:243	Y:244 
[2024/8/21 1:0:11] 物品:恶魔长袍(男)	怪物:2C8C37C0牛魔侍卫8	地图:H010	X:178	Y:86 
[2024/8/21 1:0:12] 物品:灵魂战衣(女)	怪物:25DB2BC0牛魔侍卫8	地图:H010	X:177	Y:88 
[2024/8/21 1:0:12] 物品:偃月	怪物:25DB2BC0牛魔侍卫8	地图:H010	X:177	Y:88 
[2024/8/21 1:0:17] 物品:魔法长袍(女)	怪物:2B645110牛魔将军8	地图:H010	X:240	Y:243 
[2024/8/21 1:0:21] 物品:强效太阳水	怪物:25AAF8E0牛魔将军0	地图:H010	X:175	Y:86 
[2024/8/21 1:0:21] 物品:强效太阳水	怪物:25AAF8E0牛魔将军0	地图:H010	X:175	Y:86 
[2024/8/21 1:0:21] 物品:强效太阳水	怪物:25AAF8E0牛魔将军0	地图:H010	X:175	Y:86 
[2024/8/21 1:0:21] 物品:太阳水	怪物:25AAF8E0牛魔将军0	地图:H010	X:175	Y:86 
[2024/8/21 1:0:21] 物品:太阳水	怪物:25AAF8E0牛魔将军0	地图:H010	X:175	Y:86 
[2024/8/21 1:0:30] 物品:金戒指	怪物:2ABDD320牛魔法师8	地图:H010	X:165	Y:95 
[2024/8/21 1:0:30] 物品:蓝翡翠项链	怪物:2ABDD320牛魔法师8	地图:H010	X:165	Y:95 
[2024/8/21 1:0:30] 物品:强效太阳水	怪物:25C35120牛魔祭司0	地图:H010	X:239	Y:242 
[2024/8/21 1:0:30] 物品:强效太阳水	怪物:25C35120牛魔祭司0	地图:H010	X:239	Y:242 
[2024/8/21 1:0:30] 物品:强效太阳水	怪物:25C35120牛魔祭司0	地图:H010	X:239	Y:242 
[2024/8/21 1:0:30] 物品:太阳水	怪物:25C35120牛魔祭司0	地图:H010	X:239	Y:242 
[2024/8/21 1:0:30] 物品:太阳水	怪物:25C35120牛魔祭司0	地图:H010	X:239	Y:242 
[2024/8/21 1:0:30] 物品:太阳水	怪物:25C35120牛魔祭司0	地图:H010	X:239	Y:242 
[2024/8/21 1:0:30] 物品:太阳水	怪物:25C35120牛魔祭司0	地图:H010	X:239	Y:242 
[2024/8/21 1:0:31] 物品:强效太阳水	怪物:2D2D8730牛魔祭司8	地图:H010	X:240	Y:241 
[2024/8/21 1:0:32] 物品:魔法长袍(女)	怪物:2AC2D390牛魔侍卫8	地图:H010	X:167	Y:95 
[2024/8/21 1:0:32] 物品:蓝翡翠项链	怪物:2AC2D390牛魔侍卫8	地图:H010	X:167	Y:95 
[2024/8/21 1:0:32] 物品:道士手镯	怪物:2AC2D390牛魔侍卫8	地图:H010	X:167	Y:95 
