140/140	17:27:53
289/289	17:32:53
413/413	17:37:53
562/562	17:42:53
141/141	17:56:42
281/281	18:01:42
397/397	18:06:42
546/546	18:11:42
690/690	18:16:42
837/837	18:21:42
923/923	18:26:42
1061/1062	18:31:42
1198/1198	18:36:42
1332/1332	18:41:42
1475/1475	18:46:42
1575/1575	18:51:42
1632/1632	18:56:42
1685/1685	19:01:42
1780/1780	19:06:42
1844/1844	19:11:42
1866/1866	19:16:42
1895/1895	19:21:42
0/1932	19:26:42
51/51	19:33:31
51/51	19:38:31
51/51	19:43:31
51/51	19:48:31
51/51	19:53:31
51/51	19:58:31
51/51	20:03:31
51/51	20:08:31
51/51	20:13:31
51/51	20:18:31
51/51	20:23:31
51/51	20:28:31
51/51	20:33:31
51/51	20:38:31
51/51	20:43:31
51/51	20:48:31
51/51	20:53:31
51/51	20:58:31
51/51	21:03:31
51/51	21:08:31
51/51	21:13:31
51/51	21:18:31
50/51	21:23:31
50/50	21:28:31
50/50	21:33:31
50/50	21:38:31
50/50	21:43:31
50/50	21:48:31
50/50	21:53:31
50/50	21:58:31
50/50	22:03:31
50/50	22:08:31
50/50	22:13:31
50/50	22:18:31
50/50	22:23:31
50/50	22:28:31
50/50	22:33:31
50/50	22:38:31
50/50	22:43:31
50/50	22:48:31
50/50	22:53:31
50/50	22:58:31
50/50	23:03:31
50/50	23:08:31
50/50	23:13:31
50/50	23:18:31
50/50	23:23:31
51/51	23:28:31
51/51	23:33:31
51/51	23:38:31
51/51	23:43:31
51/51	23:48:31
51/51	23:53:31
51/51	23:58:31
