51/51	0:04:52
51/51	0:09:52
51/51	0:14:52
51/51	0:19:52
51/51	0:24:52
51/51	0:29:52
51/51	0:34:52
51/51	0:39:52
51/51	0:44:52
51/51	0:49:52
51/51	0:54:52
50/51	0:59:52
50/50	1:04:52
50/50	1:09:52
50/50	1:14:52
50/50	1:19:52
50/50	1:24:52
50/50	1:29:52
50/50	1:34:52
50/50	1:39:52
50/50	1:44:52
50/50	1:49:52
50/50	1:54:52
50/50	1:59:52
50/50	2:04:52
50/50	2:09:52
50/50	2:14:52
50/50	2:19:52
50/50	2:24:52
50/50	2:29:52
50/50	2:34:52
50/50	2:39:52
50/50	2:44:52
50/50	2:49:52
50/50	2:54:52
50/50	2:59:52
50/50	3:04:52
50/50	3:09:52
50/50	3:14:52
50/50	3:19:52
50/50	3:24:52
50/50	3:29:52
50/50	3:34:52
50/50	3:39:52
50/50	3:44:52
50/50	3:49:52
50/50	3:54:52
50/50	3:59:52
50/50	4:04:52
50/50	4:09:52
50/50	4:14:52
50/50	4:19:52
50/50	4:24:52
50/50	4:29:52
50/50	4:34:52
50/50	4:39:52
50/50	4:44:52
50/50	4:49:52
50/50	4:54:52
50/50	4:59:52
50/50	5:04:52
50/50	5:09:52
50/50	5:14:52
50/50	5:19:52
50/50	5:24:52
50/50	5:29:52
50/50	5:34:52
50/50	5:39:52
50/50	5:44:52
50/50	5:49:52
50/50	5:54:52
50/50	5:59:52
50/50	6:04:52
50/50	6:09:52
50/50	6:14:52
50/50	6:19:52
50/50	6:24:52
50/50	6:29:52
50/50	6:34:52
50/50	6:39:52
50/50	6:44:52
50/50	6:49:52
50/50	6:54:52
50/50	6:59:52
50/50	7:04:52
50/50	7:09:52
50/50	7:14:52
50/50	7:19:52
50/50	7:24:52
50/50	7:29:52
50/50	7:34:52
50/50	7:39:52
50/50	7:44:52
50/50	7:49:52
50/50	7:54:52
50/50	7:59:52
50/50	8:04:52
50/50	8:09:52
50/50	8:14:52
50/50	8:19:52
50/50	8:24:52
50/50	8:29:52
50/50	8:34:52
50/50	8:39:52
50/50	8:44:52
50/50	8:49:52
50/50	8:54:52
50/50	8:59:52
50/50	9:04:52
50/50	9:09:52
50/50	9:14:52
50/50	9:19:52
50/50	9:24:52
50/50	9:29:52
50/50	9:34:52
50/50	9:39:52
50/50	9:44:52
50/50	9:49:52
50/50	9:54:52
50/50	9:59:52
50/50	10:04:52
50/50	10:09:52
50/50	10:14:52
50/50	10:19:52
50/50	10:24:52
50/50	10:29:52
50/50	10:34:52
50/50	10:39:52
50/50	10:44:52
50/50	10:49:52
50/50	10:54:52
50/50	10:59:52
50/50	11:04:52
50/50	11:09:52
50/50	11:14:52
50/50	11:19:52
50/50	11:24:52
50/50	11:29:52
50/50	11:34:52
