50/50	0:01:59
50/50	0:06:59
50/50	0:11:59
50/50	0:16:59
50/50	0:21:59
50/50	0:26:59
50/50	0:31:59
50/50	0:36:59
50/50	0:41:59
50/50	0:46:59
50/50	0:51:59
50/50	0:56:59
50/50	1:01:59
50/50	1:06:59
50/50	1:11:59
50/50	1:16:59
50/50	1:21:59
50/50	1:26:59
50/50	1:31:59
50/50	1:36:59
50/50	1:41:59
50/50	1:46:59
50/50	1:51:59
50/50	1:56:59
50/50	2:01:59
50/50	2:06:59
50/50	2:11:59
50/50	2:16:59
50/50	2:21:59
50/50	2:26:59
50/50	2:31:59
50/50	2:36:59
50/50	2:41:59
50/50	2:46:59
50/50	2:51:59
50/50	2:56:59
50/50	3:01:59
50/50	3:06:59
50/50	3:11:59
50/50	3:16:59
50/50	3:21:59
50/50	3:26:59
50/50	3:31:59
50/50	3:36:59
50/50	3:41:59
50/50	3:46:59
50/50	3:51:59
50/50	3:56:59
50/50	4:01:59
50/50	4:06:59
50/50	4:11:59
50/50	4:16:59
50/50	4:21:59
50/50	4:26:59
50/50	4:31:59
50/50	4:36:59
50/50	4:41:59
50/50	4:46:59
50/50	4:51:59
50/50	4:56:59
50/50	5:01:59
50/50	5:06:59
50/50	5:11:59
50/50	5:16:59
50/50	5:21:59
50/50	5:26:59
50/50	5:31:59
50/50	5:36:59
50/50	5:41:59
50/50	5:46:59
50/50	5:51:59
50/50	5:56:59
50/50	6:01:59
50/50	6:06:59
50/50	6:11:59
50/50	6:16:59
50/50	6:21:59
50/50	6:26:59
50/50	6:31:59
50/50	6:36:59
50/50	6:41:59
50/50	6:46:59
50/50	6:51:59
50/50	6:56:59
50/50	7:01:59
50/50	7:06:59
50/50	7:11:59
50/50	7:16:59
50/50	7:21:59
50/50	7:26:59
50/50	7:31:59
50/50	7:36:59
50/50	7:41:59
50/50	7:46:59
50/50	7:51:59
50/50	7:56:59
50/50	8:01:59
50/50	8:06:59
50/50	8:11:59
50/50	8:16:59
50/50	8:21:59
50/50	8:26:59
50/50	8:31:59
50/50	8:36:59
50/50	8:41:59
50/50	8:46:59
50/50	8:51:59
50/50	8:56:59
50/50	9:01:59
50/50	9:06:59
50/50	9:11:59
50/50	9:16:59
50/50	9:21:59
50/50	9:26:59
50/50	9:31:59
50/50	9:36:59
50/50	9:41:59
50/50	9:46:59
50/50	9:51:59
50/50	9:56:59
50/50	10:01:59
50/50	10:06:59
50/50	10:11:59
50/50	10:16:59
50/50	10:21:59
50/50	10:26:59
50/50	10:31:59
50/50	10:36:59
50/50	10:41:59
50/50	10:46:59
50/50	10:51:59
50/50	10:56:59
50/50	11:01:59
50/50	11:06:59
50/50	11:11:59
50/50	11:16:59
50/50	11:21:59
50/50	11:26:59
50/50	11:31:59
50/50	11:36:59
50/50	11:41:59
50/50	11:46:59
50/50	11:51:59
50/50	11:56:59
51/51	12:01:59
51/51	12:06:59
51/51	12:11:59
51/51	12:16:59
51/51	12:21:59
51/51	12:26:59
51/51	12:31:59
51/51	12:36:59
51/51	12:41:59
51/51	12:46:59
51/51	12:51:59
51/51	12:56:59
51/51	13:01:59
51/51	13:06:59
51/51	13:11:59
51/51	13:16:59
51/51	13:21:59
51/51	13:26:59
50/51	13:31:59
50/50	13:36:59
50/50	13:41:59
50/50	13:46:59
50/50	13:51:59
50/50	13:56:59
50/50	14:01:59
50/50	14:06:59
50/50	14:11:59
50/50	14:16:59
50/50	14:21:59
50/50	14:26:59
50/50	14:31:59
50/50	14:36:59
50/50	14:41:59
50/50	14:46:59
50/50	14:51:59
50/50	14:56:59
50/50	15:01:59
50/50	15:06:59
50/50	15:11:59
50/50	15:16:59
50/50	15:21:59
50/50	15:26:59
50/50	15:31:59
