1	0	0	111	hl002	19	44	青苹果	元宝	1	-	Map	2024-06-16 14:40:02
1	0	0	111	hl002	21	42	青苹果	元宝	1	-	Map	2024-06-16 14:40:02
1	0	0	111	hl002	23	40	青苹果	元宝	1	-	Map	2024-06-16 14:40:02
1	0	0	111	hl002	23	38	青苹果	元宝	1	-	Map	2024-06-16 14:40:05
1	0	0	111	hl002	25	34	青苹果	元宝	1	-	Map	2024-06-16 14:40:05
1	0	0	111	hl002	27	28	青苹果	元宝	1	-	Map	2024-06-16 14:40:08
1	0	0	111	hl002	25	24	青苹果	元宝	1	-	Map	2024-06-16 14:40:08
1	0	0	111	hl002	27	22	青苹果	元宝	1	-	Map	2024-06-16 14:40:08
1	0	0	111	hl002	27	20	青苹果	元宝	1	-	Map	2024-06-16 14:40:08
1	0	0	111	hl002	29	16	青苹果	元宝	1	-	Map	2024-06-16 14:40:11
1	0	0	111	hl002	27	12	青苹果	元宝	1	-	Map	2024-06-16 14:40:14
1	0	0	111	hl002	24	14	青苹果	元宝	1	-	Map	2024-06-16 14:40:14
1	0	0	111	hl002	22	16	青苹果	元宝	1	-	Map	2024-06-16 14:40:14
1	0	0	111	hl002	22	20	青苹果	元宝	1	-	Map	2024-06-16 14:40:14
1	0	0	111	hl002	20	22	青苹果	元宝	1	-	Map	2024-06-16 14:40:17
1	0	0	111	hl002	24	28	青苹果	元宝	1	-	Map	2024-06-16 14:40:20
1	0	0	111	hl002	28	24	青苹果	元宝	1	-	Map	2024-06-16 14:40:20
1	0	0	111	hl002	29	23	青苹果	元宝	1	-	Map	2024-06-16 14:40:20
1	0	0	111	hl002	29	20	青苹果	元宝	1	-	Map	2024-06-16 14:40:20
1	0	0	111	hl002	29	18	青苹果	元宝	1	-	Map	2024-06-16 14:40:23
1	0	0	111	hl002	27	14	青苹果	元宝	1	-	Map	2024-06-16 14:40:23
1	0	0	111	hl002	25	14	青苹果	元宝	1	-	Map	2024-06-16 14:40:26
1	0	0	111	hl002	21	18	青苹果	元宝	1	-	Map	2024-06-16 14:40:26
1	0	0	111	hl002	19	20	青苹果	元宝	1	-	Map	2024-06-16 14:40:26
1	0	0	111	hl002	21	24	青苹果	元宝	1	-	Map	2024-06-16 14:40:29
1	0	0	111	hl002	25	26	青苹果	元宝	1	-	Map	2024-06-16 14:40:29
1	0	0	111	hl002	27	24	青苹果	元宝	1	-	Map	2024-06-16 14:40:32
1	0	0	111	hl002	31	18	青苹果	元宝	1	-	Map	2024-06-16 14:40:32
1	0	0	111	hl002	27	14	青苹果	元宝	1	-	Map	2024-06-16 14:40:32
1	0	0	111	hl002	23	14	青苹果	元宝	1	-	Map	2024-06-16 14:40:35
1	0	0	111	hl002	19	19	青苹果	元宝	1	-	Map	2024-06-16 14:40:35
1	0	0	111	hl002	19	23	青苹果	元宝	1	-	Map	2024-06-16 14:40:38
1	0	0	111	hl002	23	27	青苹果	元宝	1	-	Map	2024-06-16 14:40:38
1	0	0	111	hl002	27	23	青苹果	元宝	1	-	Map	2024-06-16 14:40:38
1	0	0	111	hl002	29	21	青苹果	元宝	1	-	Map	2024-06-16 14:40:38
1	0	0	111	hl002	29	17	青苹果	元宝	1	-	Map	2024-06-16 14:40:41
1	0	0	111	hl002	29	13	青苹果	元宝	1	-	Map	2024-06-16 14:40:41
1	0	0	111	hl002	25	13	青苹果	元宝	1	-	Map	2024-06-16 14:40:44
1	0	0	111	hl002	21	17	青苹果	元宝	1	-	Map	2024-06-16 14:40:44
1	0	0	111	hl002	21	21	青苹果	元宝	1	-	Map	2024-06-16 14:40:44
1	0	0	111	hl002	21	23	青苹果	元宝	1	-	Map	2024-06-16 14:40:47
1	0	0	111	hl002	25	23	青苹果	元宝	1	-	Map	2024-06-16 14:40:47
1	0	0	111	hl002	29	19	青苹果	元宝	1	-	Map	2024-06-16 14:40:50
1	0	0	111	hl002	28	16	青苹果	元宝	1	-	Map	2024-06-16 14:40:50
1	0	0	111	hl002	26	13	青苹果	元宝	1	-	Map	2024-06-16 14:40:50
1	0	0	111	hl002	21	14	青苹果	元宝	1	-	Map	2024-06-16 14:40:53
1	0	0	111	hl002	21	18	青苹果	元宝	1	-	Map	2024-06-16 14:40:53
1	0	0	111	hl002	20	20	青苹果	元宝	1	-	Map	2024-06-16 14:40:56
1	0	0	111	hl002	24	24	青苹果	元宝	1	-	Map	2024-06-16 14:40:56
1	0	0	111	hl002	28	20	青苹果	元宝	1	-	Map	2024-06-16 14:40:56
1	0	0	111	hl002	30	16	青苹果	元宝	1	-	Map	2024-06-16 14:40:56
