1	0	0	13	0111	10	12	三好	金币	2000	1	购买商铺物品	2024-06-11 09:00:23
1	0	0	13	0111	10	12	三好	金币	2000	1	购买商铺物品	2024-06-11 09:00:26
1	0	0	13	0111	10	12	三好	金币	2000	1	购买商铺物品	2024-06-11 09:02:29
1	0	0	13	0111	10	12	三好	金币	2000	1	购买商铺物品	2024-06-11 09:03:29
1	0	0	19	2	512	485	鬼才爱你	FZ-0_F3-0	0	1	二话不说	2024-06-11 09:03:53
1	0	0	13	0111	10	12	三好	金币	2000	1	购买商铺物品	2024-06-11 09:04:35
1	0	0	111	3	333	333	小猪佩奇	元宝	10	-	购买商铺物品	2024-06-11 09:05:17
1	0	0	13	0111	10	12	三好	金币	2000	1	购买商铺物品	2024-06-11 09:05:35
1	0	0	13	0111	10	12	三好	金币	2000	1	购买商铺物品	2024-06-11 09:05:35
1	0	0	23	0	0	0	autosave	金币	2000000	1	0	2024-06-11 09:05:53
1	0	0	13	3	334	324	小猪佩奇	金币	2000	1	购买商铺物品	2024-06-11 09:07:17
1	0	0	13	0111	10	12	三好	金币	2000	1	购买商铺物品	2024-06-11 09:07:47
1	0	0	13	0111	10	12	三好	金币	2000	1	购买商铺物品	2024-06-11 09:07:47
1	0	0	13	3	334	324	小猪佩奇	金币	2000	1	购买商铺物品	2024-06-11 09:08:20
1	0	0	13	3	334	324	小猪佩奇	金币	2000	1	购买商铺物品	2024-06-11 09:09:23
1	0	0	13	0111	10	12	三好	金币	2000	1	购买商铺物品	2024-06-11 09:09:47
1	0	0	13	0111	10	12	三好	金币	2000	1	购买商铺物品	2024-06-11 09:09:50
